Method, File Size (KB), Mean (ms), Stddev (ms)
read_async_rdahead 16 Kb, 224, 783.103688, 80.209396
read_async_rdahead 24 Kb, 224, 740.862360, 77.235622
read_async_rdahead 32 Kb, 224, 743.556165, 63.598117
read_async_rdahead 40 Kb, 224, 744.504180, 59.714628
read_async_rdahead 48 Kb, 224, 790.331295, 92.928942
read_async_rdahead 56 Kb, 224, 767.069817, 83.289684
read_async_rdahead 64 Kb, 224, 755.017769, 82.304943
read_async_rdahead 256 Kb, 224, 741.154380, 56.441790
read_async_rdahead 1024 Kb, 224, 716.955487, 58.773988
read_async_rdahead 4096 Kb, 224, 584.999789, 89.957298
read_async_rdahead 16384 Kb, 224, 627.838928, 61.687014
read_async_rdahead 65536 Kb, 224, 656.544181, 102.221486
read_async_rdadvise 4 Kb, 224, 627.926368, 73.527574
read_async_rdadvise 8 Kb, 224, 673.762860, 112.394424
read_async_rdadvise 12 Kb, 224, 738.607596, 101.932861
read_async_rdadvise 16 Kb, 224, 622.268579, 87.053987
read_async_rdadvise 24 Kb, 224, 670.189246, 135.417002
read_async_rdadvise 32 Kb, 224, 606.283923, 75.919193
read_async_rdadvise 40 Kb, 224, 653.345808, 139.555189
read_async_rdadvise 48 Kb, 224, 585.059752, 62.385787
read_async_rdadvise 56 Kb, 224, 644.446799, 131.925509
read_async_rdadvise 64 Kb, 224, 672.631154, 122.025963
read_async_rdadvise 256 Kb, 224, 637.787213, 149.232044
read_async_rdadvise 1024 Kb, 224, 674.247303, 108.955511
read_async_rdadvise 4096 Kb, 224, 677.491596, 169.357550
read_async_rdadvise 16384 Kb, 224, 583.360957, 30.705747
read_async_rdadvise 65536 Kb, 224, 688.619267, 104.780244
