Method, File Size (KB), Mean (ms), Stddev (ms)
read_async_rdadvise 24 Kb, 40, 93.791317, 14.241790
read_async_rdadvise 32 Kb, 40, 107.765109, 11.953750
read_async_rdadvise 40 Kb, 40, 103.589693, 16.227547
read_async_rdadvise 48 Kb, 40, 93.604524, 13.985987
read_async_rdadvise 56 Kb, 40, 102.237359, 25.036895
read_async_rdadvise 64 Kb, 40, 94.636236, 15.057552
read_async_rdadvise 256 Kb, 40, 90.396411, 12.294217
read_async_rdadvise 1024 Kb, 40, 92.329844, 21.123358
read_async_rdadvise 4096 Kb, 40, 97.170713, 28.428426
read_async_rdadvise 16384 Kb, 40, 112.579125, 27.371750
